Source.Name,return_id,transaction_id,product_id,return_date,return_quantity,refund_amount,return_reason,return_method,handled_by_employee
Returns_Chunk1.csv,4728,455118,216,20-08-2021 21:54,1,19.67,Wrong Item,Mail,77
Returns_Chunk1.csv,4729,151704,904,13-10-2024 09:41,1,154.97,Other,Mail,91
Returns_Chunk1.csv,4730,184021,450,27-03-2023 16:36,1,54.48,Wrong Item,In-Store,186
Returns_Chunk1.csv,4731,214965,598,29-12-2020 11:31,1,36.63,Late Delivery,In-Store,158
Returns_Chunk1.csv,4732,83786,328,11-07-2020 13:28,2,197.66,Other,In-Store,20
Returns_Chunk1.csv,4733,442377,119,26-05-2021 01:42,1,148.46,Changed Mind,Pickup,186
Returns_Chunk1.csv,4734,256489,564,01-10-2020 03:34,3,221.46,Defective,In-Store,9
Returns_Chunk1.csv,4735,196136,926,30-09-2021 12:21,1,103.78,Wrong Item,Mail,148
Returns_Chunk1.csv,4736,127719,608,19-10-2024 00:12,1,39.02,Changed Mind,Mail,11
Returns_Chunk1.csv,4737,17040,327,21-10-2024 18:43,3,159.51,Defective,Pickup,102
Returns_Chunk1.csv,4738,51070,320,22-07-2021 13:16,1,44.08,Defective,Mail,179
Returns_Chunk1.csv,4739,374233,473,27-03-2022 02:30,3,88.38,Other,Mail,28
Returns_Chunk1.csv,4740,271260,358,25-10-2024 10:09,3,138.33,Changed Mind,Pickup,17
Returns_Chunk1.csv,4741,226346,695,07-01-2024 11:31,1,154.98,Other,In-Store,76
Returns_Chunk1.csv,4742,135079,117,25-09-2023 01:31,1,71.69,Late Delivery,Mail,70
Returns_Chunk1.csv,4743,270148,682,30-03-2021 10:54,3,49.08,Late Delivery,Pickup,130
Returns_Chunk1.csv,4744,276040,424,03-07-2024 08:53,2,175.22,Late Delivery,Mail,141
Returns_Chunk1.csv,4745,198775,738,10-05-2023 07:06,1,147.25,Other,In-Store,143
Returns_Chunk1.csv,4746,174917,774,27-07-2020 04:59,1,33.56,Changed Mind,Mail,72
Returns_Chunk1.csv,4747,303199,315,04-08-2020 17:56,2,172.42,Wrong Item,Mail,175
Returns_Chunk1.csv,4748,216975,543,31-12-2020 03:52,1,98.67,Other,Pickup,89
Returns_Chunk1.csv,4749,393648,890,21-10-2020 00:11,1,71.65,Defective,In-Store,168
Returns_Chunk1.csv,4750,120495,83,07-03-2023 11:32,1,193.51,Changed Mind,In-Store,71
Returns_Chunk1.csv,4751,369098,678,04-06-2021 21:10,2,250.02,Wrong Item,Mail,117
Returns_Chunk1.csv,4752,186342,827,16-03-2020 05:22,3,135.84,Wrong Item,Mail,149
Returns_Chunk1.csv,4753,19622,949,21-04-2023 04:50,3,442.26,Late Delivery,In-Store,99
Returns_Chunk1.csv,4754,412136,104,25-05-2023 14:25,3,81.66,Other,Pickup,196
Returns_Chunk1.csv,4755,96361,234,09-11-2021 01:13,1,129.76,Changed Mind,Mail,127
Returns_Chunk1.csv,4756,162090,570,15-02-2020 18:49,3,215.64,Defective,In-Store,51
Returns_Chunk1.csv,4757,207912,148,08-11-2023 08:08,1,63.54,Late Delivery,In-Store,57
Returns_Chunk1.csv,4758,415023,448,05-09-2023 13:09,2,20.86,Other,In-Store,120
Returns_Chunk1.csv,4759,351411,773,09-09-2024 06:13,2,248.14,Wrong Item,Mail,25
Returns_Chunk1.csv,4760,50607,152,07-11-2020 09:26,2,114.66,Wrong Item,Pickup,118
Returns_Chunk1.csv,4761,391786,344,05-12-2020 13:22,2,384.86,Wrong Item,Mail,121
Returns_Chunk1.csv,4762,246208,336,13-06-2020 01:00,1,161.09,Changed Mind,Pickup,59
Returns_Chunk1.csv,4763,399042,735,02-01-2024 12:48,3,488.25,Wrong Item,Mail,13
Returns_Chunk1.csv,4764,251483,480,16-09-2023 09:22,2,323.38,Late Delivery,Mail,62
Returns_Chunk1.csv,4765,143279,872,07-05-2020 10:30,1,112.18,Late Delivery,In-Store,18
Returns_Chunk1.csv,4766,86653,588,08-12-2021 00:17,1,88.83,Late Delivery,Mail,106
Returns_Chunk1.csv,4767,408389,897,25-10-2021 05:07,1,155.37,Late Delivery,In-Store,66
Returns_Chunk1.csv,4768,375323,85,02-02-2021 14:26,3,233.28,Late Delivery,In-Store,87
Returns_Chunk1.csv,4769,488556,144,23-10-2021 04:38,1,133.26,Late Delivery,In-Store,39
Returns_Chunk1.csv,4770,432651,391,24-06-2024 09:09,1,24.76,Defective,In-Store,48
Returns_Chunk1.csv,4771,244611,878,24-06-2022 01:54,1,12.12,Defective,Mail,111
Returns_Chunk1.csv,4772,263083,406,18-11-2020 09:29,2,88,Changed Mind,Mail,33
Returns_Chunk1.csv,4773,278544,834,22-08-2024 04:15,1,40.46,Changed Mind,Pickup,83
Returns_Chunk1.csv,4774,432553,483,21-07-2022 03:36,1,26.76,Late Delivery,Mail,55
Returns_Chunk1.csv,4775,171459,822,21-06-2021 06:03,3,62.52,Changed Mind,Pickup,22
Returns_Chunk1.csv,4776,166118,133,25-04-2020 06:35,2,58.94,Late Delivery,In-Store,44
Returns_Chunk1.csv,4777,270221,226,07-09-2020 18:05,1,65.11,Changed Mind,Mail,182
Returns_Chunk1.csv,4778,167429,554,11-10-2020 22:15,2,394.16,Late Delivery,Pickup,185
Returns_Chunk1.csv,4779,198829,522,15-03-2020 04:56,2,235.28,Wrong Item,In-Store,87
Returns_Chunk1.csv,4780,250223,604,26-08-2024 22:18,1,10.92,Other,Mail,159
Returns_Chunk1.csv,4781,301799,889,27-01-2024 22:28,2,399.84,Late Delivery,Mail,37
Returns_Chunk1.csv,4782,125459,498,09-06-2023 12:40,3,387.24,Wrong Item,Mail,104
Returns_Chunk1.csv,4783,499350,378,20-04-2024 16:54,1,177.15,Other,In-Store,8
Returns_Chunk1.csv,4784,454883,2,10-08-2024 20:23,2,359.22,Changed Mind,Mail,104
Returns_Chunk1.csv,4785,80412,522,23-02-2024 01:30,1,51.25,Changed Mind,Pickup,69
Returns_Chunk1.csv,4786,51839,243,28-02-2024 03:37,2,75.98,Wrong Item,Mail,141
Returns_Chunk1.csv,4787,214514,850,12-03-2020 22:04,1,191.59,Defective,Pickup,148
Returns_Chunk1.csv,4788,347290,214,09-12-2020 02:35,1,111.93,Wrong Item,Mail,125
Returns_Chunk1.csv,4789,40175,401,07-07-2024 05:46,1,142.03,Late Delivery,Pickup,170
Returns_Chunk1.csv,4790,135037,423,02-09-2020 11:36,3,122.19,Defective,In-Store,41
Returns_Chunk1.csv,4791,228406,543,07-03-2024 21:44,3,470.07,Late Delivery,Pickup,184
Returns_Chunk1.csv,4792,275127,290,21-07-2024 05:10,1,67.92,Other,Pickup,114
Returns_Chunk1.csv,4793,36823,656,25-03-2024 00:31,2,172.1,Late Delivery,Pickup,131
Returns_Chunk1.csv,4794,261831,984,10-06-2024 06:14,1,12.78,Late Delivery,Mail,58
Returns_Chunk1.csv,4795,141960,369,11-12-2021 10:47,1,58.11,Late Delivery,Mail,17
Returns_Chunk1.csv,4796,413316,171,26-12-2023 16:08,2,209.08,Defective,Pickup,153
Returns_Chunk1.csv,4797,110444,860,26-05-2023 17:52,3,191.01,Defective,Mail,183
Returns_Chunk1.csv,4798,468705,696,15-05-2020 23:14,1,149.77,Wrong Item,Pickup,190
Returns_Chunk1.csv,4799,380725,806,24-05-2020 09:51,3,395.88,Defective,In-Store,16
Returns_Chunk1.csv,4800,158071,337,02-05-2023 14:36,3,595.29,Wrong Item,Pickup,21
Returns_Chunk1.csv,4801,109140,891,25-05-2022 10:44,1,110.82,Other,Mail,173
Returns_Chunk1.csv,4802,307437,260,10-10-2024 11:31,1,104.35,Late Delivery,In-Store,186
Returns_Chunk1.csv,4803,369632,16,19-11-2023 20:14,2,63.18,Other,Mail,10
Returns_Chunk1.csv,4804,341551,219,17-08-2024 11:42,2,55.68,Wrong Item,Mail,11
Returns_Chunk1.csv,4805,185296,109,01-09-2022 16:27,1,104.74,Wrong Item,Mail,103
Returns_Chunk1.csv,4806,353105,981,16-12-2020 16:24,1,49.55,Late Delivery,Pickup,173
Returns_Chunk1.csv,4807,14161,825,27-07-2020 14:24,3,186.75,Wrong Item,In-Store,9
Returns_Chunk1.csv,4808,61662,651,07-12-2022 18:12,2,255.08,Late Delivery,Mail,119
Returns_Chunk1.csv,4809,179790,290,28-05-2023 17:37,2,371.14,Late Delivery,In-Store,125
Returns_Chunk1.csv,4810,487634,882,21-02-2020 04:07,3,223.74,Changed Mind,Mail,194
Returns_Chunk1.csv,4811,8667,402,18-08-2024 04:26,3,183.33,Wrong Item,In-Store,93
Returns_Chunk1.csv,4812,433674,547,14-05-2024 02:35,1,168.7,Changed Mind,Pickup,199
Returns_Chunk1.csv,4813,219158,420,12-08-2021 19:08,1,155.08,Wrong Item,Pickup,119
Returns_Chunk1.csv,4814,143110,831,11-10-2023 16:19,1,56.72,Other,Pickup,185
Returns_Chunk1.csv,4815,206079,681,17-04-2020 05:57,2,90.1,Defective,In-Store,180
Returns_Chunk1.csv,4816,455606,796,12-06-2021 06:41,1,173.12,Changed Mind,In-Store,13
Returns_Chunk1.csv,4817,430633,889,29-07-2020 02:29,1,64.96,Wrong Item,Pickup,11
Returns_Chunk1.csv,4818,65731,747,21-11-2020 17:48,1,73.57,Changed Mind,Pickup,162
Returns_Chunk1.csv,4819,23603,919,10-03-2020 09:20,3,596.52,Changed Mind,Pickup,101
Returns_Chunk1.csv,4820,436879,306,22-01-2024 05:46,3,447.12,Late Delivery,Pickup,182
Returns_Chunk1.csv,4821,147382,441,30-09-2024 15:53,1,166.13,Wrong Item,Mail,166
Returns_Chunk1.csv,4822,4578,545,18-12-2023 07:13,1,88.85,Late Delivery,Pickup,15
Returns_Chunk1.csv,4823,322566,529,05-11-2022 13:39,1,37.45,Other,Mail,39
Returns_Chunk1.csv,4824,327283,617,17-05-2023 14:37,1,75.52,Other,Mail,175
Returns_Chunk1.csv,4825,94729,650,18-09-2022 19:21,3,525.24,Changed Mind,Pickup,187
Returns_Chunk1.csv,4826,79731,587,14-08-2023 23:08,2,313.32,Late Delivery,Pickup,194
Returns_Chunk1.csv,4827,369936,821,16-09-2021 23:28,1,9.06,Other,Mail,111
Returns_Chunk1.csv,4828,499381,639,06-06-2021 16:26,3,37.95,Other,Mail,188
Returns_Chunk1.csv,4829,377028,60,16-06-2022 09:15,1,75.21,Late Delivery,Pickup,20
Returns_Chunk1.csv,4830,149975,182,11-06-2024 20:03,1,44.48,Other,Pickup,47
Returns_Chunk1.csv,4831,100870,503,14-03-2020 03:36,1,173.64,Late Delivery,Mail,107
Returns_Chunk1.csv,4832,257797,205,09-06-2022 08:52,2,297.86,Defective,In-Store,41
Returns_Chunk1.csv,4833,460112,423,27-06-2024 01:31,1,93.36,Late Delivery,In-Store,32
Returns_Chunk1.csv,4834,488516,680,15-04-2022 20:34,3,239.73,Defective,In-Store,141
Returns_Chunk1.csv,4835,159226,236,13-08-2021 05:39,2,197.84,Defective,Pickup,115
Returns_Chunk1.csv,4836,377618,529,16-12-2021 07:57,2,53.98,Changed Mind,Pickup,132
Returns_Chunk1.csv,4837,487659,38,26-04-2022 17:57,1,177.76,Other,In-Store,67
Returns_Chunk1.csv,4838,148626,910,16-08-2020 22:24,1,153.6,Defective,Pickup,11
Returns_Chunk1.csv,4839,194931,276,09-12-2023 14:41,1,55.35,Defective,Pickup,54
Returns_Chunk1.csv,4840,387561,581,18-06-2020 10:31,2,105.32,Defective,In-Store,46
Returns_Chunk1.csv,4841,22293,155,26-04-2022 00:53,1,52.8,Defective,Pickup,54
Returns_Chunk1.csv,4842,157178,355,16-11-2024 20:22,2,293.2,Late Delivery,Pickup,143
Returns_Chunk1.csv,4843,326311,924,22-04-2023 21:18,2,327.8,Other,In-Store,81
Returns_Chunk1.csv,4844,445465,236,20-05-2021 11:10,2,249.34,Changed Mind,In-Store,137
Returns_Chunk1.csv,4845,409708,748,08-01-2024 07:37,3,76.92,Wrong Item,Pickup,163
Returns_Chunk1.csv,4846,487565,801,27-09-2020 01:54,3,474.24,Changed Mind,Mail,97
Returns_Chunk1.csv,4847,483598,581,28-12-2022 12:19,3,569.91,Changed Mind,In-Store,14
Returns_Chunk1.csv,4848,137265,308,27-05-2021 02:57,1,12.46,Changed Mind,Mail,142
Returns_Chunk1.csv,4849,430972,300,07-05-2020 11:07,3,523.59,Wrong Item,Pickup,77
Returns_Chunk1.csv,4850,88301,340,06-05-2023 10:14,2,260.52,Wrong Item,In-Store,27
Returns_Chunk1.csv,4851,468104,341,21-08-2022 10:19,3,301.05,Wrong Item,Pickup,196
Returns_Chunk1.csv,4852,113438,388,14-09-2023 07:20,2,284,Changed Mind,Mail,39
Returns_Chunk1.csv,4853,230725,151,13-06-2023 10:41,3,32.73,Defective,In-Store,99
Returns_Chunk1.csv,4854,311787,612,02-04-2020 00:16,1,154.33,Defective,Pickup,59
Returns_Chunk1.csv,4855,92174,216,26-06-2021 15:27,1,12.86,Late Delivery,Mail,120
Returns_Chunk1.csv,4856,110012,720,30-10-2022 02:12,3,255.81,Wrong Item,Pickup,110
Returns_Chunk1.csv,4857,163541,882,20-02-2022 00:43,3,308.4,Late Delivery,Pickup,75
Returns_Chunk1.csv,4858,15545,521,29-01-2024 11:51,3,312.81,Late Delivery,In-Store,91
Returns_Chunk1.csv,4859,450983,211,29-06-2021 14:34,2,11.44,Late Delivery,In-Store,176
Returns_Chunk1.csv,4860,151936,787,07-07-2021 07:13,2,61.82,Other,Pickup,165
Returns_Chunk1.csv,4861,408844,855,19-05-2020 03:41,2,186.44,Other,Mail,111
Returns_Chunk1.csv,4862,208367,344,29-02-2020 03:01,2,46.56,Late Delivery,Mail,174
Returns_Chunk1.csv,4863,97733,228,14-06-2022 05:47,2,381.38,Changed Mind,In-Store,28
Returns_Chunk1.csv,4864,109623,350,31-01-2021 06:51,1,21.81,Wrong Item,Pickup,143
Returns_Chunk1.csv,4865,495527,431,28-10-2021 11:52,2,204.94,Defective,Mail,5
Returns_Chunk1.csv,4866,2235,579,11-05-2020 09:56,1,87.78,Late Delivery,Mail,134
Returns_Chunk1.csv,4867,94225,38,18-09-2020 18:53,1,147.66,Other,Pickup,99
Returns_Chunk1.csv,4868,491302,30,15-08-2021 01:20,1,178.28,Wrong Item,Mail,171
Returns_Chunk1.csv,4869,375862,467,24-01-2023 19:30,3,162.06,Defective,Mail,45
Returns_Chunk1.csv,4870,18393,596,29-11-2021 12:02,3,239.31,Defective,Pickup,81
Returns_Chunk1.csv,4871,155329,133,24-07-2023 16:39,3,558.27,Changed Mind,In-Store,25
Returns_Chunk1.csv,4872,13080,357,13-09-2020 11:37,2,260.46,Defective,Pickup,185
Returns_Chunk1.csv,4873,359297,10,07-11-2023 02:15,2,220.52,Other,In-Store,170
Returns_Chunk1.csv,4874,285516,686,10-08-2020 05:10,3,444.96,Other,Mail,128
Returns_Chunk1.csv,4875,423836,89,06-04-2021 11:56,1,120.11,Other,Pickup,46
Returns_Chunk1.csv,4876,7490,625,24-03-2023 03:20,2,254.9,Defective,In-Store,162
Returns_Chunk1.csv,4877,87490,803,06-10-2022 17:14,2,347,Wrong Item,Mail,133
Returns_Chunk1.csv,4878,169198,364,25-05-2024 02:19,2,238.54,Defective,Pickup,85
Returns_Chunk1.csv,4879,300385,604,05-04-2023 02:21,1,154.61,Defective,Mail,104
Returns_Chunk1.csv,4880,339159,81,18-08-2022 04:10,3,359.67,Changed Mind,In-Store,99
Returns_Chunk1.csv,4881,400886,737,05-12-2022 19:10,3,265.08,Changed Mind,In-Store,7
Returns_Chunk1.csv,4882,42696,728,24-09-2021 07:20,1,43.95,Defective,Pickup,55
Returns_Chunk1.csv,4883,173924,267,18-04-2020 02:19,3,468.3,Changed Mind,In-Store,10
Returns_Chunk1.csv,4884,345018,89,27-06-2023 03:34,1,18.1,Defective,Pickup,95
Returns_Chunk1.csv,4885,153218,148,28-06-2024 06:40,1,159.31,Defective,In-Store,55
Returns_Chunk1.csv,4886,270688,196,03-04-2021 03:33,2,399.32,Wrong Item,In-Store,55
Returns_Chunk1.csv,4887,332414,852,09-02-2021 04:03,1,23.25,Wrong Item,In-Store,110
Returns_Chunk1.csv,4888,319152,875,18-11-2021 11:36,1,162.51,Changed Mind,Mail,113
Returns_Chunk1.csv,4889,276035,765,10-11-2022 03:59,1,57.28,Other,Pickup,63
Returns_Chunk1.csv,4890,335407,908,06-01-2024 07:27,2,174.9,Other,Mail,113
Returns_Chunk1.csv,4891,107461,596,28-06-2024 23:48,2,89.34,Other,Mail,189
Returns_Chunk1.csv,4892,255490,863,11-10-2022 22:03,3,300.96,Late Delivery,Pickup,29
Returns_Chunk1.csv,4893,275254,285,02-12-2022 17:58,2,28.26,Changed Mind,In-Store,93
Returns_Chunk1.csv,4894,416099,769,02-08-2024 09:14,3,562.29,Changed Mind,In-Store,147
Returns_Chunk1.csv,4895,191915,109,26-12-2022 04:52,1,122.88,Changed Mind,Mail,3
Returns_Chunk1.csv,4896,497205,257,03-07-2023 12:44,1,144.99,Late Delivery,Pickup,49
Returns_Chunk1.csv,4897,117921,892,17-01-2022 23:17,3,21.15,Late Delivery,Pickup,107
Returns_Chunk1.csv,4898,400833,159,18-12-2023 15:04,3,420.18,Defective,Mail,48
Returns_Chunk1.csv,4899,14429,72,16-04-2022 04:10,1,74.77,Defective,In-Store,181
Returns_Chunk1.csv,4900,363014,214,15-01-2022 07:36,1,13.52,Late Delivery,In-Store,50
Returns_Chunk1.csv,4901,144496,162,23-11-2022 17:05,1,118.09,Wrong Item,In-Store,10
Returns_Chunk1.csv,4902,96905,832,23-08-2023 20:11,2,20.3,Changed Mind,Pickup,154
Returns_Chunk1.csv,4903,110963,887,27-12-2021 10:53,1,187.37,Late Delivery,Mail,132
Returns_Chunk1.csv,4904,359119,182,30-12-2021 23:11,2,377.64,Other,Mail,49
Returns_Chunk1.csv,4905,108880,578,06-11-2024 22:58,1,130.03,Wrong Item,Pickup,172
Returns_Chunk1.csv,4906,169077,609,28-09-2021 06:31,2,180.64,Other,Mail,171
Returns_Chunk1.csv,4907,25829,534,12-01-2020 16:04,1,126.95,Defective,Pickup,22
Returns_Chunk1.csv,4908,152592,280,04-05-2024 21:51,3,534.81,Changed Mind,In-Store,49
Returns_Chunk1.csv,4909,454260,447,09-07-2021 18:54,3,527.61,Late Delivery,In-Store,68
Returns_Chunk1.csv,4910,73921,40,22-06-2024 20:53,2,60.2,Other,Pickup,161
Returns_Chunk1.csv,4911,234896,458,25-10-2024 23:15,2,391.66,Changed Mind,Mail,181
Returns_Chunk1.csv,4912,67668,480,01-07-2021 19:21,2,214.96,Wrong Item,Mail,153
Returns_Chunk1.csv,4913,438674,847,05-05-2021 09:52,1,14.2,Other,In-Store,183
Returns_Chunk1.csv,4914,234959,930,14-04-2023 01:41,1,71.05,Other,In-Store,175
Returns_Chunk1.csv,4915,166223,809,28-12-2023 06:40,1,112.86,Other,In-Store,166
Returns_Chunk1.csv,4916,74337,703,23-07-2022 22:54,1,6.21,Defective,Pickup,155
Returns_Chunk1.csv,4917,38561,906,29-07-2020 11:56,1,5.03,Defective,In-Store,81
Returns_Chunk1.csv,4918,352706,309,21-05-2022 00:36,2,320.38,Defective,Mail,116
Returns_Chunk1.csv,4919,27203,987,12-12-2021 09:21,2,279.88,Changed Mind,In-Store,131
Returns_Chunk1.csv,4920,195967,959,24-02-2021 23:07,1,145.76,Late Delivery,In-Store,76
Returns_Chunk1.csv,4921,207633,536,18-11-2024 23:35,1,13.03,Changed Mind,Mail,136
Returns_Chunk1.csv,4922,210559,13,02-05-2024 03:05,1,148.46,Changed Mind,Pickup,183
Returns_Chunk1.csv,4923,445903,70,15-03-2021 13:46,1,67.99,Changed Mind,In-Store,48
Returns_Chunk1.csv,4924,447726,511,22-10-2023 16:44,1,121.8,Late Delivery,Pickup,5
Returns_Chunk1.csv,4925,181358,116,04-11-2021 13:32,2,146.68,Late Delivery,Pickup,180
Returns_Chunk1.csv,4926,274702,486,15-10-2021 20:12,1,103.48,Other,Mail,44
Returns_Chunk1.csv,4927,315927,461,12-03-2021 00:51,1,86.89,Changed Mind,Mail,165
Returns_Chunk1.csv,4928,16775,208,13-06-2023 00:59,1,35.58,Defective,In-Store,5
Returns_Chunk1.csv,4929,499308,618,13-06-2024 01:12,2,191.28,Late Delivery,In-Store,165
Returns_Chunk1.csv,4930,319148,48,14-06-2020 23:24,1,13.28,Defective,Mail,75
Returns_Chunk1.csv,4931,107299,896,16-05-2021 21:28,2,288.72,Changed Mind,Pickup,197
Returns_Chunk1.csv,4932,403586,189,02-11-2020 17:28,1,8.11,Changed Mind,Mail,46
Returns_Chunk1.csv,4933,139926,352,28-06-2021 20:42,1,151.82,Changed Mind,In-Store,133
Returns_Chunk1.csv,4934,385634,588,15-04-2022 19:43,2,236.96,Late Delivery,In-Store,67
Returns_Chunk1.csv,4935,130863,279,11-01-2023 10:03,2,380.5,Defective,In-Store,5
Returns_Chunk1.csv,4936,148520,634,11-05-2022 08:24,1,186.95,Other,Mail,27
Returns_Chunk1.csv,4937,225519,308,02-12-2022 10:51,1,110.74,Changed Mind,Mail,102
Returns_Chunk1.csv,4938,153117,188,04-08-2021 23:01,1,80.08,Wrong Item,In-Store,193
Returns_Chunk1.csv,4939,131150,893,24-04-2024 18:25,1,111.58,Defective,In-Store,5
Returns_Chunk1.csv,4940,462619,356,04-02-2021 21:33,2,365.58,Wrong Item,Mail,21
Returns_Chunk1.csv,4941,44551,141,28-04-2022 13:10,2,393.04,Defective,Pickup,110
Returns_Chunk1.csv,4942,110256,313,30-10-2023 05:26,1,53.54,Late Delivery,Pickup,108
Returns_Chunk1.csv,4943,198761,146,01-10-2021 03:08,3,179.1,Other,Mail,135
Returns_Chunk1.csv,4944,89322,341,08-01-2022 16:41,3,340.17,Wrong Item,In-Store,32
Returns_Chunk1.csv,4945,105743,659,11-09-2020 05:44,3,470.91,Other,In-Store,83
Returns_Chunk1.csv,4946,458094,802,03-09-2023 10:53,1,130.14,Late Delivery,In-Store,152
Returns_Chunk1.csv,4947,418985,165,14-04-2023 17:00,2,303.92,Other,Mail,4
Returns_Chunk1.csv,4948,323500,658,26-04-2024 23:44,2,209.66,Late Delivery,Pickup,24
Returns_Chunk1.csv,4949,258812,118,11-11-2024 07:05,3,47.82,Late Delivery,Mail,12
Returns_Chunk1.csv,4950,323363,296,23-06-2020 09:02,3,371.73,Other,In-Store,74
Returns_Chunk1.csv,4951,342743,941,29-04-2023 10:17,2,207.68,Late Delivery,Mail,158
Returns_Chunk1.csv,4952,315020,790,18-05-2023 20:58,1,104.57,Late Delivery,In-Store,160
Returns_Chunk1.csv,4953,396234,106,07-04-2022 05:39,2,128.94,Other,Mail,160
Returns_Chunk1.csv,4954,133765,82,19-02-2024 05:57,1,66.92,Late Delivery,Mail,59
Returns_Chunk1.csv,4955,254353,89,16-10-2024 04:41,1,83.47,Other,In-Store,56
Returns_Chunk1.csv,4956,137806,598,26-09-2023 08:19,1,139.1,Defective,Mail,114
Returns_Chunk1.csv,4957,107296,128,20-09-2023 09:04,2,16.14,Late Delivery,Pickup,126
Returns_Chunk1.csv,4958,281926,971,04-06-2024 02:19,2,318.44,Wrong Item,In-Store,159
Returns_Chunk1.csv,4959,7131,905,10-10-2024 08:04,2,132.62,Defective,In-Store,137
Returns_Chunk1.csv,4960,448696,142,26-02-2024 08:33,2,146.94,Defective,Mail,86
Returns_Chunk1.csv,4961,431509,829,24-10-2020 08:18,2,108.62,Changed Mind,Pickup,40
Returns_Chunk1.csv,4962,482462,852,21-06-2024 14:17,2,309.98,Defective,In-Store,14
Returns_Chunk1.csv,4963,192667,853,10-08-2020 04:28,3,477.93,Late Delivery,In-Store,52
Returns_Chunk1.csv,4964,402221,922,23-02-2021 09:05,3,262.56,Late Delivery,In-Store,159
Returns_Chunk1.csv,4965,183706,117,25-09-2022 15:05,3,110.1,Late Delivery,Mail,33
Returns_Chunk1.csv,4966,258537,574,30-12-2022 15:04,1,192.51,Wrong Item,In-Store,196
Returns_Chunk1.csv,4967,222326,629,11-06-2024 21:33,2,36.18,Defective,In-Store,15
Returns_Chunk1.csv,4968,71982,344,24-01-2021 05:39,1,72.39,Changed Mind,In-Store,193
Returns_Chunk1.csv,4969,74393,189,10-07-2024 07:51,2,355.1,Defective,In-Store,80
Returns_Chunk1.csv,4970,112484,822,24-03-2021 01:10,1,134.11,Other,In-Store,103
Returns_Chunk1.csv,4971,304864,130,03-06-2021 13:25,2,88.68,Changed Mind,In-Store,39
Returns_Chunk1.csv,4972,124600,95,15-05-2020 20:49,1,33.73,Changed Mind,Mail,33
Returns_Chunk1.csv,4973,107222,994,06-05-2023 13:42,3,463.05,Defective,In-Store,142
Returns_Chunk1.csv,4974,341919,706,13-05-2024 04:00,2,85.34,Late Delivery,In-Store,80
Returns_Chunk1.csv,4975,64305,651,15-12-2023 21:18,2,113.74,Changed Mind,Pickup,34
Returns_Chunk1.csv,4976,25108,941,13-11-2020 19:30,2,342.96,Other,In-Store,77
Returns_Chunk1.csv,4977,96022,190,07-04-2021 13:56,1,141.58,Changed Mind,In-Store,95
Returns_Chunk1.csv,4978,441759,864,15-06-2021 20:27,2,348.38,Other,In-Store,6
Returns_Chunk1.csv,4979,300461,37,18-08-2020 12:08,3,211.17,Wrong Item,In-Store,162
Returns_Chunk1.csv,4980,425755,359,25-05-2021 23:27,2,150.14,Wrong Item,In-Store,193
Returns_Chunk1.csv,4981,397628,294,25-03-2022 22:41,3,438.18,Other,Pickup,194
Returns_Chunk1.csv,4982,245317,299,02-07-2023 14:12,1,69.46,Late Delivery,Mail,116
Returns_Chunk1.csv,4983,459698,361,30-08-2021 11:45,2,356.6,Late Delivery,In-Store,96
Returns_Chunk1.csv,4984,20797,108,11-03-2024 13:24,2,395.38,Defective,Mail,173
Returns_Chunk1.csv,4985,99902,101,06-10-2021 14:16,2,338.38,Defective,In-Store,11
Returns_Chunk1.csv,4986,229535,609,27-08-2023 21:08,1,121.14,Other,Pickup,116
Returns_Chunk1.csv,4987,185586,46,10-08-2021 09:51,3,505.08,Late Delivery,In-Store,56
Returns_Chunk1.csv,4988,106729,621,13-12-2021 06:28,1,92.59,Wrong Item,Mail,195
Returns_Chunk1.csv,4989,453209,78,15-08-2023 19:22,2,205.58,Defective,In-Store,72
Returns_Chunk1.csv,4990,86527,555,12-02-2020 17:28,3,475.47,Defective,Pickup,62
Returns_Chunk1.csv,4991,405766,453,09-07-2023 21:15,2,316.8,Other,In-Store,105
Returns_Chunk1.csv,4992,474362,751,03-07-2022 15:09,2,385.5,Changed Mind,Pickup,94
Returns_Chunk1.csv,4993,457953,335,29-09-2020 17:39,1,27.03,Other,Mail,112
Returns_Chunk1.csv,4994,351363,654,13-11-2024 16:17,2,181.58,Changed Mind,Mail,158
Returns_Chunk1.csv,4995,343956,896,26-11-2023 16:00,3,165.84,Defective,Mail,62
Returns_Chunk1.csv,4996,440245,970,06-10-2023 16:16,2,33.28,Changed Mind,Pickup,54
Returns_Chunk1.csv,4997,480679,614,13-03-2024 11:06,1,161.74,Other,In-Store,92
Returns_Chunk1.csv,4998,497947,290,29-05-2021 18:28,3,539.79,Wrong Item,Mail,81
Returns_Chunk1.csv,4999,383820,785,02-02-2024 21:50,3,567.66,Other,Mail,153
Returns_Chunk1.csv,5000,264633,455,15-03-2022 13:21,3,448.86,Defective,In-Store,39
Returns_Chunk1.csv,5001,195905,164,21-04-2024 15:26,1,66.12,Other,Pickup,168
Returns_Chunk1.csv,5002,183474,194,21-12-2021 00:18,1,21.01,Late Delivery,In-Store,79
Returns_Chunk1.csv,5003,220905,828,11-02-2024 22:56,1,151.48,Late Delivery,Mail,126
Returns_Chunk1.csv,5004,481496,132,18-11-2020 15:17,2,381.92,Defective,Pickup,136
