payment_id,payment_type,payment_status
15366,Bank Transfer,Failed
15367,Cash,Pending
15368,Digital Wallet,Failed
15369,Credit Card,Refunded
15370,Bank Transfer,Failed
15371,Debit Card,Completed
15372,Debit Card,Pending
15373,Debit Card,Failed
15374,Cash,Failed
15375,Digital Wallet,Pending
15376,UPI,Completed
15377,Digital Wallet,Pending
15378,Digital Wallet,Failed
15379,UPI,Pending
15380,Credit Card,Completed
15381,Debit Card,Pending
15382,UPI,Completed
15383,Digital Wallet,Completed
15384,Debit Card,Pending
15385,Credit Card,Refunded
15386,Bank Transfer,Refunded
15387,Digital Wallet,Failed
15388,Cash,Pending
15389,Bank Transfer,Refunded
15390,Cash,Refunded
15391,Credit Card,Refunded
15392,Cash,Failed
15393,Cash,Refunded
15394,Bank Transfer,Failed
15395,UPI,Failed
15396,Credit Card,Completed
15397,Bank Transfer,Pending
15398,UPI,Completed
15399,UPI,Failed
15400,Cash,Completed
15401,Bank Transfer,Failed
15402,UPI,Pending
15403,Bank Transfer,Pending
15404,UPI,Failed
15405,Credit Card,Failed
15406,Cash,Failed
15407,Credit Card,Pending
15408,UPI,Completed
15409,Credit Card,Failed
15410,Credit Card,Pending
15411,Cash,Pending
15412,Debit Card,Failed
15413,Debit Card,Refunded
15414,Digital Wallet,Pending
15415,Digital Wallet,Completed
15416,Debit Card,Refunded
15417,Digital Wallet,Refunded
15418,Cash,Completed
15419,Debit Card,Refunded
15420,Cash,Failed
15421,Credit Card,Refunded
15422,Credit Card,Pending
15423,UPI,Failed
15424,Bank Transfer,Completed
15425,UPI,Refunded
15426,Debit Card,Completed
15427,UPI,Pending
15428,Cash,Pending
15429,UPI,Failed
15430,UPI,Pending
15431,Bank Transfer,Completed
15432,Bank Transfer,Refunded
15433,Debit Card,Completed
15434,Debit Card,Completed
15435,Debit Card,Pending
15436,Debit Card,Refunded
15437,Bank Transfer,Failed
15438,UPI,Pending
15439,Cash,Failed
15440,Credit Card,Completed
15441,UPI,Completed
15442,Bank Transfer,Refunded
15443,Bank Transfer,Refunded
15444,Credit Card,Completed
15445,Digital Wallet,Pending
15446,Debit Card,Failed
15447,Cash,Refunded
15448,Cash,Completed
15449,Bank Transfer,Pending
15450,Credit Card,Failed
15451,Cash,Pending
15452,Bank Transfer,Pending
15453,Credit Card,Completed
15454,UPI,Completed
15455,Cash,Completed
15456,UPI,Pending
15457,UPI,Failed
15458,UPI,Refunded
15459,UPI,Completed
15460,Debit Card,Pending
15461,Debit Card,Failed
15462,UPI,Failed
15463,Cash,Completed
15464,Credit Card,Refunded
15465,Debit Card,Pending
15466,Credit Card,Failed
15467,UPI,Completed
15468,Digital Wallet,Pending
15469,UPI,Pending
15470,Bank Transfer,Failed
15471,Credit Card,Refunded
15472,Debit Card,Completed
15473,Digital Wallet,Pending
15474,Debit Card,Completed
15475,Bank Transfer,Failed
15476,Debit Card,Pending
15477,Debit Card,Pending
15478,UPI,Completed
15479,Digital Wallet,Completed
15480,Digital Wallet,Completed
15481,Debit Card,Pending
15482,Bank Transfer,Completed
15483,Debit Card,Pending
15484,Digital Wallet,Refunded
15485,Cash,Failed
15486,Digital Wallet,Failed
15487,Digital Wallet,Refunded
15488,UPI,Failed
15489,Digital Wallet,Failed
15490,Digital Wallet,Completed
15491,UPI,Completed
15492,Bank Transfer,Refunded
15493,Digital Wallet,Completed
15494,UPI,Refunded
15495,Debit Card,Completed
15496,Debit Card,Pending
15497,Credit Card,Pending
15498,UPI,Completed
15499,Credit Card,Completed
15500,Digital Wallet,Completed
15501,UPI,Completed
15502,Debit Card,Completed
15503,Cash,Pending
15504,Digital Wallet,Completed
15505,Cash,Failed
15506,Bank Transfer,Completed
15507,UPI,Pending
15508,Debit Card,Failed
15509,UPI,Completed
15510,Digital Wallet,Failed
15511,Bank Transfer,Completed
15512,Cash,Completed
15513,Cash,Refunded
15514,UPI,Completed
15515,Bank Transfer,Completed
15516,UPI,Refunded
15517,Digital Wallet,Pending
15518,Bank Transfer,Completed
15519,UPI,Failed
15520,Debit Card,Refunded
15521,Debit Card,Pending
15522,Digital Wallet,Failed
15523,Debit Card,Pending
15524,Cash,Failed
15525,UPI,Completed
15526,Credit Card,Pending
15527,Credit Card,Completed
15528,UPI,Completed
15529,Bank Transfer,Failed
15530,Debit Card,Completed
15531,Debit Card,Refunded
15532,UPI,Refunded
15533,Bank Transfer,Pending
15534,UPI,Failed
15535,Bank Transfer,Failed
15536,Cash,Failed
15537,UPI,Pending
15538,Credit Card,Failed
15539,Bank Transfer,Refunded
15540,Digital Wallet,Refunded
15541,Digital Wallet,Refunded
15542,Credit Card,Pending
15543,Bank Transfer,Completed
15544,Digital Wallet,Pending
15545,Cash,Failed
15546,UPI,Completed
15547,Credit Card,Completed
15548,UPI,Failed
15549,Bank Transfer,Failed
15550,Digital Wallet,Completed
15551,Debit Card,Completed
15552,UPI,Refunded
15553,UPI,Failed
15554,Cash,Completed
15555,UPI,Failed
15556,Bank Transfer,Completed
15557,Cash,Completed
15558,UPI,Failed
15559,Credit Card,Pending
15560,Digital Wallet,Pending
15561,Cash,Pending
15562,Digital Wallet,Failed
15563,Cash,Failed
15564,Cash,Pending
15565,UPI,Failed
15566,UPI,Completed
15567,Digital Wallet,Completed
15568,Credit Card,Failed
15569,Cash,Completed
15570,Digital Wallet,Completed
15571,UPI,Refunded
15572,Digital Wallet,Failed
15573,Cash,Pending
15574,UPI,Completed
15575,Digital Wallet,Completed
15576,Bank Transfer,Pending
15577,Cash,Failed
15578,Credit Card,Failed
15579,Digital Wallet,Completed
15580,Debit Card,Failed
15581,Credit Card,Failed
15582,Debit Card,Refunded
15583,Cash,Failed
15584,Credit Card,Completed
15585,UPI,Refunded
15586,Bank Transfer,Refunded
15587,Cash,Completed
15588,Bank Transfer,Pending
15589,Digital Wallet,Pending
15590,Cash,Completed
15591,Debit Card,Refunded
15592,Digital Wallet,Completed
15593,Digital Wallet,Pending
15594,Debit Card,Pending
15595,Cash,Failed
15596,Bank Transfer,Completed
15597,Debit Card,Pending
15598,Credit Card,Completed
15599,Cash,Pending
15600,UPI,Completed
15601,Digital Wallet,Failed
15602,Cash,Pending
15603,Digital Wallet,Completed
15604,UPI,Refunded
15605,UPI,Refunded
15606,Cash,Pending
15607,Debit Card,Completed
15608,Credit Card,Completed
15609,Bank Transfer,Refunded
15610,UPI,Failed
15611,Credit Card,Completed
15612,Bank Transfer,Completed
15613,UPI,Refunded
15614,Cash,Completed
15615,Cash,Refunded
15616,Debit Card,Completed
15617,Digital Wallet,Refunded
15618,UPI,Completed
15619,Cash,Failed
15620,Cash,Completed
15621,Digital Wallet,Refunded
15622,Cash,Refunded
15623,Digital Wallet,Completed
15624,Cash,Completed
15625,UPI,Refunded
15626,Digital Wallet,Refunded
15627,UPI,Pending
15628,Digital Wallet,Completed
15629,Bank Transfer,Completed
15630,Digital Wallet,Refunded
15631,Digital Wallet,Completed
15632,Digital Wallet,Completed
15633,UPI,Completed
15634,Bank Transfer,Refunded
15635,Bank Transfer,Failed
15636,Credit Card,Failed
15637,UPI,Refunded
15638,Credit Card,Failed
15639,Cash,Pending
15640,Digital Wallet,Completed
15641,Digital Wallet,Failed
15642,Bank Transfer,Refunded
15643,Cash,Pending
15644,Debit Card,Pending
15645,Credit Card,Refunded
15646,Bank Transfer,Failed
15647,Debit Card,Refunded
15648,Credit Card,Refunded
15649,Bank Transfer,Pending
15650,Digital Wallet,Completed
15651,UPI,Pending
15652,Bank Transfer,Refunded
15653,UPI,Refunded
15654,Credit Card,Pending
15655,Debit Card,Failed
15656,Bank Transfer,Completed
15657,UPI,Failed
15658,Cash,Refunded
15659,Debit Card,Pending
15660,Debit Card,Completed
15661,Bank Transfer,Pending
15662,Bank Transfer,Refunded
15663,Credit Card,Refunded
15664,UPI,Failed
15665,Bank Transfer,Refunded
15666,Bank Transfer,Pending
15667,Credit Card,Failed
15668,Bank Transfer,Failed
15669,Digital Wallet,Failed
15670,Digital Wallet,Refunded
15671,Digital Wallet,Pending
15672,Credit Card,Failed
15673,Debit Card,Refunded
15674,UPI,Refunded
15675,Debit Card,Completed
15676,Bank Transfer,Pending
15677,Credit Card,Refunded
15678,UPI,Failed
15679,Credit Card,Failed
15680,Credit Card,Pending
15681,Credit Card,Failed
15682,Digital Wallet,Pending
15683,Bank Transfer,Refunded
15684,Digital Wallet,Completed
15685,Digital Wallet,Pending
15686,Bank Transfer,Refunded
15687,Bank Transfer,Failed
15688,Digital Wallet,Pending
15689,Debit Card,Pending
15690,Credit Card,Refunded
15691,Debit Card,Pending
15692,Debit Card,Completed
15693,Debit Card,Pending
15694,Debit Card,Completed
15695,UPI,Pending
15696,Cash,Completed
15697,Credit Card,Refunded
15698,Credit Card,Pending
15699,Bank Transfer,Failed
15700,Bank Transfer,Failed
15701,Cash,Refunded
15702,Debit Card,Refunded
15703,UPI,Completed
15704,Cash,Failed
15705,Debit Card,Failed
15706,Bank Transfer,Failed
15707,Bank Transfer,Pending
15708,Credit Card,Pending
15709,UPI,Pending
15710,Debit Card,Pending
15711,Digital Wallet,Completed
15712,Bank Transfer,Pending
15713,Cash,Refunded
15714,Cash,Refunded
15715,UPI,Refunded
15716,Bank Transfer,Failed
15717,Digital Wallet,Failed
15718,Digital Wallet,Completed
15719,Credit Card,Refunded
15720,Credit Card,Pending
15721,UPI,Pending
15722,Digital Wallet,Failed
15723,Debit Card,Completed
15724,Digital Wallet,Failed
15725,Digital Wallet,Completed
15726,Cash,Pending
15727,Debit Card,Failed
15728,Credit Card,Failed
15729,Debit Card,Refunded
15730,Debit Card,Pending
15731,Digital Wallet,Completed
15732,Credit Card,Failed
15733,Debit Card,Completed
15734,Bank Transfer,Completed
15735,Digital Wallet,Failed
15736,Bank Transfer,Completed
15737,Bank Transfer,Pending
15738,UPI,Refunded
15739,Cash,Failed
15740,Credit Card,Failed
15741,Digital Wallet,Refunded
15742,Bank Transfer,Refunded
15743,Cash,Failed
15744,Credit Card,Pending
15745,Cash,Refunded
15746,Digital Wallet,Pending
15747,Debit Card,Refunded
15748,Bank Transfer,Completed
15749,Debit Card,Completed
15750,Debit Card,Completed
15751,UPI,Refunded
15752,Cash,Completed
15753,Cash,Completed
15754,UPI,Refunded
15755,Debit Card,Completed
15756,Digital Wallet,Failed
15757,UPI,Failed
15758,Bank Transfer,Pending
15759,UPI,Pending
15760,Bank Transfer,Refunded
15761,Cash,Pending
15762,Debit Card,Completed
15763,Debit Card,Completed
15764,Cash,Refunded
15765,UPI,Completed
15766,Debit Card,Pending
15767,Debit Card,Refunded
15768,Bank Transfer,Pending
15769,Credit Card,Failed
15770,UPI,Completed
15771,Credit Card,Pending
15772,Digital Wallet,Completed
15773,Cash,Completed
15774,Digital Wallet,Refunded
15775,Cash,Refunded
15776,UPI,Refunded
15777,Cash,Pending
15778,UPI,Failed
15779,Debit Card,Failed
15780,UPI,Failed
15781,Bank Transfer,Failed
15782,Credit Card,Refunded
15783,Bank Transfer,Failed
15784,Digital Wallet,Pending
15785,Cash,Failed
15786,Debit Card,Pending
15787,Bank Transfer,Failed
15788,Credit Card,Pending
15789,Digital Wallet,Pending
15790,UPI,Failed
15791,Digital Wallet,Refunded
15792,Digital Wallet,Failed
15793,Debit Card,Failed
15794,Debit Card,Completed
15795,UPI,Refunded
15796,Bank Transfer,Pending
15797,Credit Card,Pending
15798,Debit Card,Pending
15799,Cash,Failed
15800,Bank Transfer,Completed
15801,Digital Wallet,Completed
15802,Digital Wallet,Failed
15803,Credit Card,Completed
15804,Cash,Failed
15805,Debit Card,Completed
15806,Credit Card,Failed
15807,Debit Card,Refunded
15808,UPI,Failed
15809,Digital Wallet,Pending
15810,Cash,Failed
15811,Cash,Completed
15812,Bank Transfer,Pending
15813,Digital Wallet,Failed
15814,Debit Card,Failed
15815,Debit Card,Refunded
15816,Credit Card,Failed
15817,Debit Card,Completed
15818,Credit Card,Completed
15819,Credit Card,Completed
15820,Debit Card,Pending
15821,UPI,Pending
15822,Debit Card,Refunded
15823,Debit Card,Pending
15824,Cash,Completed
15825,Digital Wallet,Completed
15826,Digital Wallet,Failed
15827,Digital Wallet,Completed
15828,Debit Card,Completed
15829,Debit Card,Refunded
15830,Bank Transfer,Pending
15831,Bank Transfer,Refunded
15832,Bank Transfer,Pending
15833,Bank Transfer,Completed
15834,UPI,Failed
15835,Cash,Failed
15836,Credit Card,Completed
15837,Digital Wallet,Refunded
15838,Digital Wallet,Completed
15839,Debit Card,Failed
15840,Debit Card,Failed
15841,Debit Card,Pending
15842,Cash,Pending
15843,Cash,Refunded
15844,Debit Card,Failed
15845,Cash,Failed
15846,UPI,Completed
15847,Bank Transfer,Failed
15848,Bank Transfer,Failed
15849,Debit Card,Pending
15850,Cash,Failed
15851,UPI,Failed
15852,Cash,Pending
15853,Cash,Completed
15854,UPI,Refunded
15855,Digital Wallet,Completed
15856,Digital Wallet,Pending
15857,Cash,Pending
15858,Digital Wallet,Completed
15859,Cash,Completed
15860,Debit Card,Failed
15861,UPI,Refunded
15862,Cash,Completed
15863,Debit Card,Completed
15864,Credit Card,Refunded
15865,Cash,Completed
15866,Bank Transfer,Completed
15867,Digital Wallet,Pending
15868,Digital Wallet,Pending
15869,UPI,Pending
15870,Digital Wallet,Completed
15871,UPI,Failed
15872,UPI,Refunded
15873,Credit Card,Completed
15874,Bank Transfer,Pending
15875,Digital Wallet,Completed
15876,UPI,Failed
15877,Debit Card,Completed
15878,Credit Card,Refunded
15879,Cash,Pending
15880,Debit Card,Failed
15881,Credit Card,Pending
15882,Cash,Refunded
15883,Bank Transfer,Failed
15884,Digital Wallet,Completed
15885,Digital Wallet,Pending
15886,Debit Card,Refunded
15887,Cash,Refunded
15888,Digital Wallet,Pending
15889,Debit Card,Completed
15890,UPI,Pending
15891,Digital Wallet,Pending
15892,Cash,Failed
15893,Digital Wallet,Completed
15894,Debit Card,Refunded
15895,UPI,Pending
15896,UPI,Pending
15897,Cash,Pending
15898,Bank Transfer,Completed
15899,Bank Transfer,Completed
15900,Debit Card,Completed
15901,Debit Card,Refunded
15902,UPI,Pending
15903,Debit Card,Failed
15904,Digital Wallet,Pending
15905,Cash,Failed
15906,Bank Transfer,Completed
15907,Cash,Failed
15908,Debit Card,Refunded
15909,Credit Card,Completed
15910,Bank Transfer,Refunded
15911,Credit Card,Completed
15912,UPI,Pending
15913,Credit Card,Completed
15914,Debit Card,Refunded
15915,Digital Wallet,Failed
15916,Cash,Pending
15917,UPI,Completed
15918,Cash,Pending
15919,Cash,Pending
15920,Debit Card,Completed
15921,UPI,Pending
15922,Bank Transfer,Pending
15923,UPI,Failed
15924,Bank Transfer,Completed
15925,Debit Card,Completed
15926,Cash,Completed
15927,Cash,Pending
15928,UPI,Pending
15929,Digital Wallet,Pending
15930,Bank Transfer,Completed
15931,UPI,Completed
15932,Credit Card,Refunded
15933,Digital Wallet,Completed
15934,Debit Card,Refunded
15935,Cash,Failed
15936,Debit Card,Refunded
15937,Credit Card,Pending
15938,Digital Wallet,Failed
15939,Debit Card,Completed
15940,Digital Wallet,Pending
15941,Debit Card,Completed
15942,Debit Card,Pending
15943,Cash,Refunded
15944,Credit Card,Failed
15945,Credit Card,Completed
15946,Bank Transfer,Failed
15947,UPI,Pending
15948,Debit Card,Failed
15949,Cash,Completed
15950,Credit Card,Failed
15951,Digital Wallet,Refunded
15952,Bank Transfer,Failed
15953,Cash,Completed
15954,UPI,Refunded
15955,Credit Card,Completed
15956,Bank Transfer,Completed
15957,Cash,Refunded
15958,UPI,Failed
15959,Cash,Pending
15960,Credit Card,Pending
15961,UPI,Refunded
15962,UPI,Pending
15963,Cash,Completed
15964,Debit Card,Completed
15965,UPI,Failed
15966,Bank Transfer,Completed
15967,Credit Card,Failed
15968,Bank Transfer,Pending
15969,Digital Wallet,Completed
15970,Bank Transfer,Completed
15971,UPI,Pending
15972,Bank Transfer,Pending
15973,Credit Card,Failed
15974,Digital Wallet,Completed
15975,Credit Card,Completed
15976,Cash,Completed
15977,Cash,Refunded
15978,Bank Transfer,Refunded
15979,UPI,Pending
15980,Credit Card,Pending
15981,Debit Card,Failed
15982,Debit Card,Completed
15983,Digital Wallet,Pending
15984,Credit Card,Failed
15985,Cash,Refunded
15986,Digital Wallet,Failed
15987,Digital Wallet,Pending
15988,Debit Card,Failed
15989,Credit Card,Failed
15990,Cash,Completed
15991,Bank Transfer,Pending
15992,Debit Card,Failed
15993,Credit Card,Pending
15994,Cash,Failed
15995,Bank Transfer,Refunded
15996,Bank Transfer,Failed
15997,Bank Transfer,Failed
15998,Bank Transfer,Pending
15999,Debit Card,Pending
16000,Credit Card,Refunded
16001,Cash,Completed
16002,Credit Card,Pending
16003,Debit Card,Failed
16004,UPI,Pending
16005,UPI,Refunded
16006,UPI,Pending
16007,Debit Card,Completed
16008,Cash,Refunded
16009,Credit Card,Failed
16010,Credit Card,Completed
16011,Debit Card,Completed
16012,UPI,Pending
16013,Digital Wallet,Pending
16014,Debit Card,Refunded
16015,Bank Transfer,Refunded
16016,Credit Card,Refunded
16017,Bank Transfer,Pending
16018,Debit Card,Completed
16019,Cash,Refunded
16020,UPI,Failed
16021,Bank Transfer,Completed
16022,Bank Transfer,Refunded
16023,Bank Transfer,Pending
16024,Debit Card,Refunded
16025,Debit Card,Failed
16026,Debit Card,Refunded
16027,Debit Card,Failed
16028,UPI,Pending
16029,Bank Transfer,Refunded
16030,Digital Wallet,Pending
16031,Cash,Completed
16032,Credit Card,Completed
16033,Credit Card,Pending
16034,UPI,Refunded
16035,Bank Transfer,Refunded
16036,Bank Transfer,Refunded
16037,Bank Transfer,Completed
16038,Digital Wallet,Refunded
16039,Digital Wallet,Completed
16040,Debit Card,Refunded
16041,Bank Transfer,Completed
16042,Digital Wallet,Refunded
16043,Debit Card,Failed
16044,Credit Card,Failed
16045,Cash,Failed
16046,UPI,Refunded
16047,Cash,Failed
16048,Digital Wallet,Pending
16049,UPI,Refunded
16050,UPI,Completed
16051,Debit Card,Completed
16052,Credit Card,Refunded
16053,Credit Card,Failed
16054,Bank Transfer,Pending
16055,Bank Transfer,Pending
16056,Debit Card,Completed
16057,Cash,Refunded
16058,Bank Transfer,Failed
16059,Bank Transfer,Failed
16060,Credit Card,Pending
16061,Credit Card,Failed
16062,Cash,Pending
16063,UPI,Pending
16064,UPI,Failed
16065,UPI,Pending
16066,Digital Wallet,Pending
16067,UPI,Completed
16068,Digital Wallet,Completed
16069,UPI,Completed
16070,Debit Card,Pending
16071,Debit Card,Refunded
16072,Credit Card,Completed
16073,UPI,Completed
16074,Digital Wallet,Completed
16075,Bank Transfer,Failed
16076,Digital Wallet,Refunded
16077,Debit Card,Pending
16078,Digital Wallet,Completed
16079,Digital Wallet,Failed
16080,Digital Wallet,Refunded
16081,Credit Card,Pending
16082,Bank Transfer,Refunded
16083,Cash,Pending
16084,Cash,Pending
16085,Cash,Completed
16086,Debit Card,Completed
16087,Digital Wallet,Refunded
16088,Debit Card,Pending
16089,Digital Wallet,Completed
16090,Debit Card,Completed
16091,Digital Wallet,Pending
16092,Debit Card,Pending
16093,Debit Card,Failed
16094,Cash,Pending
16095,Digital Wallet,Pending
16096,Credit Card,Failed
16097,Bank Transfer,Failed
16098,Digital Wallet,Completed
16099,UPI,Pending
16100,Debit Card,Failed
16101,Credit Card,Completed
16102,UPI,Refunded
16103,Cash,Completed
16104,Cash,Pending
16105,Digital Wallet,Failed
16106,Digital Wallet,Completed
16107,Credit Card,Refunded
16108,Credit Card,Completed
16109,Credit Card,Pending
16110,Credit Card,Failed
16111,Credit Card,Completed
16112,Credit Card,Pending
16113,UPI,Failed
16114,Debit Card,Failed
16115,Credit Card,Pending
16116,Digital Wallet,Failed
16117,Credit Card,Pending
16118,Credit Card,Completed
16119,Credit Card,Pending
16120,Bank Transfer,Refunded
16121,Debit Card,Completed
16122,Debit Card,Failed
16123,Credit Card,Refunded
16124,Cash,Completed
16125,Debit Card,Refunded
16126,Bank Transfer,Refunded
16127,UPI,Failed
16128,Credit Card,Refunded
16129,Bank Transfer,Completed
16130,Cash,Refunded
16131,UPI,Failed
16132,Bank Transfer,Completed
16133,Credit Card,Refunded
16134,Digital Wallet,Completed
16135,Debit Card,Failed
16136,Bank Transfer,Failed
16137,Digital Wallet,Pending
16138,Debit Card,Refunded
16139,Digital Wallet,Refunded
16140,Digital Wallet,Pending
16141,Cash,Pending
16142,Cash,Failed
16143,Digital Wallet,Failed
16144,Bank Transfer,Pending
16145,Cash,Refunded
16146,Bank Transfer,Refunded
16147,Debit Card,Completed
16148,Cash,Pending
16149,UPI,Refunded
16150,UPI,Pending
16151,Cash,Failed
16152,Cash,Completed
16153,Debit Card,Completed
16154,Digital Wallet,Pending
16155,Credit Card,Refunded
16156,Debit Card,Failed
16157,Credit Card,Failed
16158,Cash,Failed
16159,Credit Card,Completed
16160,Debit Card,Pending
16161,Bank Transfer,Pending
16162,Debit Card,Pending
16163,Bank Transfer,Refunded
16164,Bank Transfer,Failed
16165,Cash,Pending
16166,Credit Card,Failed
16167,Debit Card,Completed
16168,UPI,Failed
16169,Debit Card,Pending
16170,UPI,Pending
16171,Bank Transfer,Refunded
16172,UPI,Failed
16173,UPI,Failed
16174,Digital Wallet,Pending
16175,UPI,Pending
16176,UPI,Pending
16177,Bank Transfer,Failed
16178,Debit Card,Completed
16179,UPI,Completed
16180,Cash,Completed
16181,Credit Card,Pending
16182,Credit Card,Pending
16183,UPI,Refunded
16184,Debit Card,Pending
16185,Bank Transfer,Failed
16186,Credit Card,Pending
16187,Digital Wallet,Completed
16188,Debit Card,Failed
16189,Digital Wallet,Pending
16190,Debit Card,Pending
16191,UPI,Pending
16192,Digital Wallet,Pending
16193,Debit Card,Refunded
16194,Debit Card,Refunded
16195,Digital Wallet,Failed
16196,Credit Card,Completed
16197,Credit Card,Pending
16198,Bank Transfer,Pending
16199,Bank Transfer,Failed
16200,Credit Card,Completed
16201,Cash,Pending
16202,Debit Card,Refunded
16203,Bank Transfer,Pending
16204,Digital Wallet,Pending
16205,Digital Wallet,Failed
16206,Debit Card,Pending
16207,Digital Wallet,Failed
16208,Cash,Failed
16209,Digital Wallet,Failed
16210,Credit Card,Pending
16211,UPI,Failed
16212,Cash,Completed
16213,Debit Card,Pending
16214,Bank Transfer,Completed
16215,Digital Wallet,Refunded
16216,Credit Card,Refunded
16217,UPI,Failed
16218,Bank Transfer,Failed
16219,Cash,Failed
16220,Credit Card,Failed
16221,Credit Card,Failed
16222,UPI,Completed
16223,Cash,Completed
16224,Digital Wallet,Refunded
16225,UPI,Pending
16226,Digital Wallet,Completed
16227,Digital Wallet,Refunded
16228,UPI,Refunded
16229,UPI,Pending
16230,Cash,Completed
16231,UPI,Completed
16232,Cash,Pending
16233,Bank Transfer,Refunded
16234,Digital Wallet,Refunded
16235,Digital Wallet,Pending
16236,Credit Card,Pending
16237,Bank Transfer,Refunded
16238,Debit Card,Completed
16239,Debit Card,Pending
16240,Bank Transfer,Pending
16241,UPI,Refunded
16242,Credit Card,Completed
16243,Debit Card,Refunded
16244,Digital Wallet,Completed
16245,UPI,Refunded
16246,Cash,Completed
16247,Credit Card,Completed
16248,Cash,Refunded
16249,Digital Wallet,Failed
16250,Bank Transfer,Failed
16251,Debit Card,Pending
16252,Digital Wallet,Refunded
16253,Bank Transfer,Refunded
16254,Bank Transfer,Pending
16255,Bank Transfer,Completed
16256,Cash,Failed
16257,UPI,Completed
16258,Debit Card,Pending
16259,Debit Card,Failed
16260,UPI,Pending
16261,Credit Card,Failed
16262,UPI,Pending
16263,Bank Transfer,Refunded
16264,Digital Wallet,Failed
16265,Cash,Pending
16266,Debit Card,Failed
16267,Debit Card,Failed
16268,UPI,Completed
16269,Debit Card,Pending
16270,Bank Transfer,Pending
16271,Debit Card,Pending
16272,Cash,Refunded
16273,Cash,Refunded
16274,Cash,Failed
16275,Debit Card,Failed
16276,UPI,Failed
16277,Credit Card,Pending
16278,Debit Card,Failed
16279,UPI,Pending
16280,Bank Transfer,Failed
16281,Credit Card,Completed
16282,Digital Wallet,Completed
16283,Bank Transfer,Failed
16284,Digital Wallet,Completed
16285,Debit Card,Failed
16286,Bank Transfer,Completed
16287,Bank Transfer,Pending
16288,Cash,Completed
16289,UPI,Refunded
16290,Credit Card,Completed
16291,Digital Wallet,Completed
16292,UPI,Pending
16293,Cash,Pending
16294,Bank Transfer,Failed
16295,Bank Transfer,Failed
16296,Credit Card,Failed
16297,Credit Card,Failed
16298,Credit Card,Completed
16299,Digital Wallet,Refunded
16300,Credit Card,Refunded
16301,Cash,Refunded
16302,Digital Wallet,Pending
16303,Debit Card,Pending
16304,Debit Card,Completed
16305,Debit Card,Completed
16306,Digital Wallet,Failed
16307,Bank Transfer,Failed
16308,Digital Wallet,Completed
16309,Credit Card,Failed
16310,Bank Transfer,Pending
16311,Debit Card,Refunded
16312,Debit Card,Pending
16313,UPI,Failed
16314,Debit Card,Completed
16315,Credit Card,Refunded
16316,Bank Transfer,Refunded
16317,Digital Wallet,Failed
16318,Bank Transfer,Pending
16319,Bank Transfer,Pending
16320,UPI,Failed
16321,Bank Transfer,Pending
16322,Digital Wallet,Pending
16323,Credit Card,Pending
16324,Cash,Completed
16325,Debit Card,Completed
16326,Cash,Refunded
16327,Digital Wallet,Completed
16328,Cash,Failed
16329,Debit Card,Refunded
16330,Bank Transfer,Pending
16331,UPI,Pending
16332,Cash,Completed
16333,Cash,Refunded
16334,Debit Card,Failed
16335,Credit Card,Refunded
16336,Debit Card,Failed
16337,UPI,Pending
16338,Credit Card,Pending
16339,UPI,Completed
16340,UPI,Failed
16341,Bank Transfer,Refunded
16342,Debit Card,Completed
16343,Debit Card,Completed
16344,Debit Card,Failed
16345,UPI,Pending
16346,Bank Transfer,Refunded
16347,Bank Transfer,Pending
16348,Credit Card,Pending
16349,Cash,Failed
16350,Cash,Pending
16351,Cash,Refunded
16352,UPI,Refunded
16353,Debit Card,Refunded
16354,Bank Transfer,Refunded
16355,Credit Card,Completed
16356,Bank Transfer,Completed
16357,Debit Card,Refunded
16358,Digital Wallet,Refunded
16359,Debit Card,Refunded
16360,Credit Card,Pending
16361,Cash,Failed
16362,Bank Transfer,Pending
16363,Cash,Refunded
16364,Debit Card,Refunded
16365,Cash,Refunded
16366,UPI,Refunded
16367,Digital Wallet,Failed
16368,Digital Wallet,Refunded
16369,Bank Transfer,Completed
16370,Credit Card,Completed
16371,Bank Transfer,Refunded
16372,Cash,Refunded
16373,Cash,Pending
16374,Credit Card,Refunded
16375,UPI,Pending
16376,Bank Transfer,Completed
16377,Digital Wallet,Pending
16378,UPI,Refunded
16379,Digital Wallet,Refunded
16380,Cash,Completed
16381,Cash,Failed
16382,Digital Wallet,Failed
16383,Credit Card,Completed
16384,Digital Wallet,Completed
16385,Bank Transfer,Completed
16386,Debit Card,Refunded
16387,UPI,Refunded
16388,UPI,Failed
16389,Credit Card,Completed
16390,Credit Card,Refunded
16391,Cash,Pending
16392,Cash,Failed
16393,Credit Card,Pending
16394,Bank Transfer,Pending
16395,Bank Transfer,Failed
16396,Cash,Completed
16397,Digital Wallet,Completed
16398,Credit Card,Failed
16399,Cash,Refunded
16400,UPI,Completed
16401,Cash,Refunded
16402,Credit Card,Pending
16403,Credit Card,Completed
16404,Cash,Failed
16405,UPI,Pending
16406,Bank Transfer,Failed
16407,UPI,Failed
16408,UPI,Refunded
16409,UPI,Failed
16410,Debit Card,Refunded
16411,UPI,Pending
16412,Cash,Refunded
16413,Cash,Pending
16414,Bank Transfer,Completed
16415,Credit Card,Completed
16416,Cash,Completed
16417,Digital Wallet,Refunded
16418,Digital Wallet,Refunded
16419,Bank Transfer,Refunded
16420,Cash,Failed
16421,Digital Wallet,Refunded
16422,Credit Card,Completed
16423,Cash,Refunded
