feedback_id,customer_id,product_id,rating,review_comment,feedback_date,sentiment_score
2964,4786,242,5,Bad,2023-02-11,0.23
2965,1924,755,4,Excellent,2023-10-11,0.95
2966,8628,637,1,Excellent,2023-02-27,0.4
2967,784,917,3,Poor,2023-05-18,0.04
2968,3307,264,3,Not satisfied,2023-07-15,0.71
2969,4833,220,3,Good,2023-04-19,0.69
2970,9938,704,1,Average,2023-05-23,0.97
2971,3728,432,3,Bad,2023-08-20,0.44
2972,4764,981,3,Not satisfied,2023-10-20,0.99
2973,6334,559,5,Not satisfied,2023-11-01,0.81
2974,3769,890,1,Excellent,2023-01-31,0.3
2975,7385,822,2,Good,2023-06-08,0.2
2976,5975,531,1,Not satisfied,2023-07-25,0.38
2977,6648,563,4,Good,2023-02-25,0.45
2978,1314,477,5,Excellent,2023-08-31,0.13
2979,5034,211,1,Average,2023-10-22,1.0
2980,5143,904,4,Not satisfied,2023-07-27,0.11
2981,9981,304,2,Not satisfied,2023-12-01,0.64
2982,2677,959,4,Good,2023-08-22,0.3
2983,7122,982,1,Bad,2023-08-03,0.61
2984,636,792,5,Average,2023-10-09,0.51
2985,7680,482,5,Good,2023-12-27,0.75
2986,931,129,4,Not satisfied,2023-03-29,0.32
2987,2528,696,1,Bad,2023-02-15,0.17
2988,2779,498,4,Excellent,2023-10-30,0.95
2989,6528,63,5,Bad,2023-12-07,0.77
2990,261,28,4,Not satisfied,2023-12-23,0.64
2991,6737,753,5,Average,2023-09-06,0.02
2992,8153,512,5,Average,2023-01-01,0.62
2993,3139,799,2,Bad,2023-05-17,0.91
2994,6560,709,1,Excellent,2023-02-17,0.03
2995,608,569,1,Not satisfied,2023-02-02,0.36
2996,7292,306,1,Excellent,2023-11-05,0.76
2997,165,157,5,Average,2023-01-15,0.83
2998,3075,879,5,Bad,2023-09-17,0.88
2999,6498,249,3,Loved it,2023-07-03,0.81
3000,5010,23,5,Average,2023-06-14,0.99
3001,3265,298,1,Not satisfied,2023-06-18,0.98
3002,8764,666,2,Good,2023-06-25,0.4
3003,1144,635,2,Bad,2023-02-10,0.09
3004,8106,580,3,Bad,2023-04-24,0.01
3005,7382,137,1,Bad,2023-01-29,0.03
3006,8820,697,2,Average,2023-01-16,0.02
3007,5407,445,4,Poor,2023-12-18,0.94
3008,1336,698,4,Not satisfied,2023-08-03,0.54
3009,4564,2,2,Bad,2023-09-15,0.4
3010,7894,459,3,Loved it,2023-08-16,0.9
3011,1799,205,3,Good,2023-03-07,0.45
3012,1213,40,2,Poor,2023-07-13,1.0
3013,7819,524,4,Not satisfied,2023-01-18,0.24
3014,9413,421,1,Bad,2023-11-25,0.17
3015,7736,744,5,Loved it,2023-04-28,0.72
3016,7929,343,2,Not satisfied,2023-02-07,0.81
3017,3562,400,3,Not satisfied,2023-04-10,0.88
3018,1082,617,4,Poor,2023-03-20,0.5
3019,8565,754,5,Not satisfied,2023-08-14,0.88
3020,9969,340,3,Poor,2023-03-31,0.62
3021,2811,7,2,Poor,2023-03-22,0.31
3022,3064,510,4,Excellent,2023-03-24,0.77
3023,1849,446,1,Not satisfied,2023-01-03,0.99
3024,5280,294,5,Bad,2023-07-23,0.9
3025,6825,747,3,Good,2023-01-22,0.5
3026,8279,684,3,Poor,2023-10-04,0.25
3027,8711,374,1,Poor,2023-04-26,0.02
3028,9839,389,1,Poor,2023-06-15,0.21
3029,9276,617,1,Bad,2023-05-05,0.63
3030,9678,893,5,Loved it,2023-03-28,0.27
3031,3289,546,3,Loved it,2023-04-15,0.34
3032,8405,498,5,Excellent,2023-05-18,0.1
3033,8658,504,5,Excellent,2023-01-13,0.61
3034,4277,169,5,Bad,2023-06-26,0.72
3035,9112,712,2,Excellent,2023-11-10,0.14
3036,4255,576,3,Excellent,2023-10-27,0.38
3037,4250,391,2,Poor,2023-03-04,0.18
3038,7659,232,1,Bad,2023-06-02,0.91
3039,5198,973,2,Excellent,2023-12-26,0.98
3040,7919,858,5,Bad,2023-01-05,0.56
3041,7238,50,1,Bad,2023-02-25,0.5
3042,3435,506,2,Poor,2023-06-13,0.62
3043,3553,991,2,Good,2023-05-07,0.88
3044,8360,485,3,Not satisfied,2023-02-04,0.22
3045,7085,698,3,Average,2023-01-04,0.5
3046,5140,741,1,Good,2023-10-14,0.35
3047,5134,343,4,Bad,2023-10-30,0.55
3048,2062,72,1,Good,2023-05-21,0.79
3049,2135,830,3,Bad,2023-02-05,0.59
3050,7286,522,2,Excellent,2023-02-13,0.55
3051,6480,572,1,Loved it,2023-07-04,0.39
3052,6016,753,2,Bad,2023-04-17,0.91
3053,9970,724,3,Average,2023-06-15,0.11
3054,7122,437,2,Poor,2023-04-01,0.57
3055,1774,468,1,Loved it,2023-02-06,0.13
3056,4606,694,5,Average,2023-03-24,0.6
3057,4527,480,1,Good,2023-10-23,0.5
3058,8968,466,4,Good,2023-09-24,0.34
3059,1047,906,5,Not satisfied,2023-11-27,0.37
3060,9688,761,4,Average,2023-04-06,0.07
3061,3255,75,2,Not satisfied,2023-04-05,0.25
3062,9998,658,2,Loved it,2023-04-17,0.03
3063,4833,110,3,Poor,2023-08-09,0.13
3064,6243,769,2,Average,2023-08-10,0.77
3065,7895,222,4,Bad,2023-01-26,0.62
3066,9090,736,1,Poor,2023-11-07,0.37
3067,27,941,2,Not satisfied,2023-08-30,0.02
3068,1506,742,1,Not satisfied,2023-08-02,0.48
3069,1125,596,3,Loved it,2023-12-15,0.65
3070,5796,838,3,Not satisfied,2023-06-19,0.3
3071,3060,752,2,Average,2023-12-21,0.25
3072,6453,573,1,Excellent,2023-11-25,0.7
3073,8545,487,4,Not satisfied,2023-02-16,0.28
3074,8511,893,1,Bad,2023-02-04,0.84
3075,9448,195,5,Good,2023-07-10,0.15
3076,5929,404,5,Loved it,2023-07-12,0.46
3077,2523,469,1,Good,2023-04-04,0.59
3078,5256,111,5,Not satisfied,2023-01-20,0.39
3079,517,418,1,Excellent,2023-07-08,0.51
3080,2517,478,4,Not satisfied,2023-06-14,0.59
3081,4947,478,5,Bad,2023-10-10,0.66
3082,5183,765,4,Average,2023-09-01,0.62
3083,2459,194,1,Loved it,2023-05-02,0.66
3084,7153,266,4,Loved it,2023-04-25,0.78
3085,3033,214,2,Not satisfied,2023-12-04,0.13
3086,4211,654,2,Bad,2023-10-07,0.45
3087,7194,29,5,Poor,2023-04-23,0.02
3088,3313,489,5,Bad,2023-05-21,0.74
3089,4637,402,2,Loved it,2023-04-01,0.97
3090,2385,599,3,Loved it,2023-04-07,0.81
3091,1167,888,1,Bad,2023-08-29,0.91
3092,3357,743,3,Poor,2023-12-21,0.08
3093,6136,735,3,Loved it,2023-10-24,0.77
3094,9023,126,4,Bad,2023-08-03,0.1
3095,8123,460,1,Excellent,2023-01-20,0.96
3096,6469,794,2,Average,2023-10-21,0.22
3097,9821,392,4,Not satisfied,2023-08-14,0.22
3098,5268,351,1,Loved it,2023-09-17,1.0
3099,7069,368,1,Loved it,2023-04-18,0.84
3100,7158,752,3,Excellent,2023-02-01,0.37
3101,569,382,1,Not satisfied,2023-07-08,0.03
3102,2616,997,5,Poor,2023-09-23,0.79
3103,6341,414,1,Excellent,2023-08-02,0.82
3104,4870,145,5,Poor,2023-05-17,0.51
3105,8901,290,3,Excellent,2023-04-01,0.24
3106,9685,268,2,Excellent,2023-10-21,0.25
3107,2617,229,4,Loved it,2023-03-12,0.8
3108,2512,550,4,Not satisfied,2023-02-19,0.0
3109,1514,5,1,Excellent,2023-11-30,0.85
3110,472,253,4,Bad,2023-01-23,0.55
3111,9301,255,5,Poor,2023-09-09,0.79
3112,5293,977,2,Average,2023-03-29,0.62
3113,6461,52,2,Poor,2023-10-17,0.02
3114,7542,200,4,Loved it,2023-02-12,0.48
3115,402,898,4,Not satisfied,2023-02-11,0.17
3116,3740,706,2,Poor,2023-04-15,0.07
3117,6556,600,4,Good,2023-08-21,0.78
3118,8426,785,4,Poor,2023-09-01,0.67
3119,4172,632,3,Good,2023-11-06,0.51
3120,8725,506,3,Poor,2023-11-24,0.66
3121,7106,850,1,Average,2023-02-25,0.03
3122,4109,52,5,Loved it,2023-03-16,0.66
3123,6706,206,4,Bad,2023-03-18,0.6
3124,6886,202,3,Good,2023-12-26,0.81
3125,5960,575,1,Loved it,2023-01-26,0.92
3126,5167,313,3,Average,2023-10-14,0.12
3127,227,817,5,Average,2023-05-01,0.81
3128,2339,395,1,Excellent,2023-04-02,0.04
3129,6367,630,3,Bad,2023-03-19,0.28
3130,5346,324,1,Loved it,2023-01-25,0.38
3131,1643,394,1,Not satisfied,2023-01-27,0.7
3132,6056,721,4,Excellent,2023-03-08,0.57
3133,9903,645,3,Good,2023-05-19,0.95
3134,579,667,2,Good,2023-05-10,0.25
3135,9020,193,5,Poor,2023-01-25,0.26
3136,5258,686,1,Loved it,2023-10-09,0.28
3137,4910,295,1,Not satisfied,2023-08-14,1.0
3138,6448,848,5,Average,2023-06-05,0.81
3139,3904,113,2,Average,2023-01-01,0.81
3140,6040,321,1,Not satisfied,2023-06-25,0.15
3141,9064,271,5,Loved it,2023-08-30,0.61
3142,2552,723,1,Poor,2023-06-08,0.79
3143,7267,610,4,Not satisfied,2023-06-09,0.15
3144,5927,95,1,Bad,2023-11-07,0.03
3145,8594,62,1,Loved it,2023-05-03,0.17
3146,7883,838,5,Excellent,2023-05-18,0.41
3147,9207,700,2,Poor,2023-02-07,0.76
3148,1040,545,5,Excellent,2023-11-23,0.73
3149,1137,457,2,Average,2023-02-10,0.95
3150,8689,150,3,Loved it,2023-04-30,0.19
3151,7849,287,4,Not satisfied,2023-06-27,0.29
3152,6795,127,1,Bad,2023-07-24,0.58
3153,8079,684,2,Average,2023-12-22,0.47
3154,466,694,2,Average,2023-05-01,0.31
3155,4358,791,2,Poor,2023-02-27,0.28
3156,9133,207,2,Bad,2023-03-16,0.84
3157,4458,123,4,Bad,2023-06-09,0.42
3158,6783,283,1,Poor,2023-05-24,0.84
3159,7824,468,3,Loved it,2023-09-30,0.54
3160,5451,254,4,Loved it,2023-07-14,0.65
3161,9879,956,3,Not satisfied,2023-08-09,0.1
3162,970,158,1,Bad,2023-05-18,0.81
3163,4390,537,3,Loved it,2023-01-04,0.19
3164,7198,786,5,Bad,2023-11-13,0.09
3165,4442,919,2,Poor,2023-10-18,0.24
3166,6550,118,3,Excellent,2023-08-20,0.87
3167,4598,749,3,Excellent,2023-07-29,0.07
3168,4810,396,4,Excellent,2023-05-20,0.25
3169,3511,386,1,Not satisfied,2023-03-13,0.76
3170,7177,562,3,Poor,2023-09-02,0.54
3171,2258,282,2,Not satisfied,2023-11-07,0.17
3172,8697,494,5,Good,2023-09-30,0.86
3173,2333,711,5,Bad,2023-10-26,0.84
3174,2122,753,5,Bad,2023-12-12,0.72
3175,5459,826,2,Not satisfied,2023-07-20,0.71
3176,2677,119,2,Bad,2023-05-12,0.27
3177,6115,435,2,Poor,2023-03-21,0.83
3178,3209,512,4,Loved it,2023-09-22,0.66
3179,1727,144,4,Good,2023-10-30,0.71
3180,9044,880,3,Excellent,2023-12-02,0.73
3181,8297,472,2,Loved it,2023-10-05,0.8
3182,2824,660,3,Not satisfied,2023-09-25,0.88
3183,1892,733,3,Loved it,2023-02-25,0.6
3184,5074,594,1,Bad,2023-11-21,0.75
3185,430,36,4,Bad,2023-12-04,0.99
3186,8540,358,1,Excellent,2023-07-16,0.31
3187,324,201,3,Good,2023-08-04,0.91
3188,7410,407,2,Good,2023-07-28,0.04
3189,7690,209,5,Not satisfied,2023-05-24,0.91
3190,4265,818,3,Poor,2023-07-20,0.31
3191,4863,203,2,Poor,2023-02-28,0.55
3192,3732,439,4,Poor,2023-06-18,0.48
3193,6793,424,3,Average,2023-12-15,0.01
3194,310,693,4,Excellent,2023-06-25,0.54
3195,7878,647,5,Average,2023-02-19,0.39
3196,8925,665,2,Poor,2023-04-15,0.19
3197,2011,837,5,Loved it,2023-05-24,0.11
3198,9796,630,3,Loved it,2023-09-19,0.81
3199,1740,902,4,Excellent,2023-07-17,0.54
3200,1207,958,1,Excellent,2023-07-22,0.62
3201,9517,42,4,Poor,2023-02-23,0.88
3202,8895,73,2,Excellent,2023-04-23,0.81
3203,7025,647,4,Poor,2023-06-11,0.56
3204,2283,97,5,Bad,2023-08-10,0.22
3205,8930,213,3,Good,2023-11-16,0.28
3206,4702,426,1,Loved it,2023-08-03,0.48
3207,7358,507,1,Loved it,2023-02-06,0.45
3208,8052,902,5,Excellent,2023-08-05,0.91
3209,6457,659,4,Not satisfied,2023-06-18,0.62
3210,4270,707,3,Average,2023-06-06,0.99
3211,2291,644,1,Loved it,2023-11-05,0.44
3212,2750,863,3,Bad,2023-03-04,0.37
3213,7176,78,2,Not satisfied,2023-11-14,0.1
3214,8591,92,5,Good,2023-02-11,0.6
3215,1887,653,1,Loved it,2023-05-19,0.57
3216,6729,572,2,Poor,2023-02-14,0.37
3217,3816,282,2,Excellent,2023-05-08,0.99
3218,9238,292,4,Good,2023-02-05,0.06
3219,9551,104,3,Loved it,2023-05-05,0.13
3220,2161,127,3,Average,2023-03-26,0.9
3221,4690,138,2,Not satisfied,2023-06-24,0.64
3222,6761,117,5,Loved it,2023-07-01,0.69
3223,444,831,4,Average,2023-09-11,0.86
3224,4114,273,2,Average,2023-03-22,0.55
3225,3713,315,2,Not satisfied,2023-08-20,0.37
3226,5394,83,4,Not satisfied,2023-04-18,0.36
3227,1521,130,2,Excellent,2023-09-25,0.24
3228,8283,388,5,Not satisfied,2023-11-09,0.96
3229,1343,102,1,Not satisfied,2023-11-10,0.54
3230,2150,146,5,Loved it,2023-12-25,0.43
3231,8237,506,3,Average,2023-06-21,0.64
3232,5595,192,5,Loved it,2023-11-15,0.6
3233,2982,10,4,Excellent,2023-04-27,0.45
3234,4246,11,4,Loved it,2023-09-22,0.83
3235,6526,279,4,Poor,2023-06-06,0.23
3236,4168,685,5,Bad,2023-11-28,0.67
3237,4505,438,5,Poor,2023-10-19,0.3
3238,9348,204,3,Poor,2023-04-23,0.25
3239,7299,703,3,Average,2023-08-26,0.62
3240,3780,701,4,Not satisfied,2023-02-28,0.5
3241,273,825,1,Average,2023-09-09,0.01
3242,294,232,1,Good,2023-04-08,0.34
3243,3028,981,5,Good,2023-04-05,0.15
3244,9712,977,1,Poor,2023-12-15,0.52
3245,9676,995,2,Bad,2023-07-16,0.54
3246,9205,119,1,Good,2023-05-27,0.31
3247,9656,879,1,Average,2023-03-28,0.66
3248,7212,873,1,Excellent,2023-08-25,0.38
3249,7422,699,4,Good,2023-09-25,0.11
3250,5698,928,4,Poor,2023-05-19,0.82
3251,8120,286,4,Not satisfied,2023-12-17,0.31
3252,1084,782,1,Loved it,2023-11-02,0.71
3253,9202,163,5,Not satisfied,2023-12-15,0.18
3254,1702,408,3,Poor,2023-06-27,0.95
3255,4333,910,1,Average,2023-04-14,0.85
3256,37,395,3,Good,2023-01-27,0.43
3257,1734,741,4,Excellent,2023-09-20,0.87
3258,8353,339,5,Not satisfied,2023-10-16,0.98
3259,456,938,3,Not satisfied,2023-07-27,0.68
3260,4208,94,4,Not satisfied,2023-04-04,0.1
3261,2480,231,5,Not satisfied,2023-10-16,0.34
3262,4119,972,1,Good,2023-02-06,0.44
3263,513,302,1,Good,2023-04-04,0.4
3264,9326,131,3,Poor,2023-09-16,0.54
3265,2182,703,5,Bad,2023-12-25,0.38
3266,1029,435,2,Good,2023-08-11,0.6
3267,6347,911,3,Poor,2023-06-07,0.58
3268,8052,83,2,Good,2023-01-21,0.85
3269,6750,187,2,Average,2023-01-03,0.92
3270,1636,725,5,Poor,2023-08-15,0.62
3271,6761,44,1,Bad,2023-08-21,0.82
3272,2541,256,5,Good,2023-04-26,0.89
3273,3490,998,2,Not satisfied,2023-09-19,0.89
3274,7731,717,1,Poor,2023-11-10,0.42
3275,8048,10,5,Bad,2023-09-24,0.1
3276,8475,250,5,Excellent,2023-12-09,0.35
3277,8025,731,1,Not satisfied,2023-09-20,0.86
3278,1599,414,5,Not satisfied,2023-06-03,0.25
3279,3899,847,4,Poor,2023-12-21,0.5
3280,8800,140,1,Not satisfied,2023-02-08,0.94
3281,2534,15,3,Average,2023-06-15,0.38
3282,9489,818,1,Poor,2023-01-09,0.97
3283,5229,710,4,Bad,2023-04-20,0.88
3284,7881,280,3,Loved it,2023-11-06,0.29
3285,8092,233,4,Poor,2023-03-25,0.63
3286,3500,866,1,Poor,2023-07-22,0.02
3287,5221,495,5,Not satisfied,2023-11-23,0.65
3288,836,869,3,Not satisfied,2023-09-10,0.71
3289,8909,87,1,Average,2023-09-26,0.76
3290,7739,785,2,Bad,2023-04-15,0.79
3291,9188,873,2,Excellent,2023-02-27,0.93
3292,3970,400,5,Bad,2023-01-04,0.85
3293,6145,502,4,Average,2023-01-26,0.98
3294,5390,612,5,Bad,2023-03-27,0.02
3295,6611,921,3,Loved it,2023-08-08,0.32
3296,8467,39,3,Not satisfied,2023-06-20,0.98
3297,5202,720,3,Excellent,2023-04-06,0.51
3298,3014,434,1,Poor,2023-03-20,0.87
3299,1956,722,3,Not satisfied,2023-07-16,0.31
3300,5304,837,4,Poor,2023-06-06,0.63
3301,3917,493,1,Bad,2023-08-19,0.21
3302,7803,474,3,Bad,2023-03-04,0.48
3303,1371,186,1,Average,2023-07-17,0.52
3304,4244,742,3,Excellent,2023-09-12,0.94
3305,2054,403,4,Good,2023-12-16,0.23
3306,5040,72,4,Average,2023-10-30,0.04
3307,5896,154,4,Average,2023-03-18,0.19
3308,6429,598,4,Average,2023-07-02,0.77
3309,6608,418,4,Not satisfied,2023-07-10,0.21
3310,5083,841,4,Excellent,2023-12-15,0.98
3311,1726,206,4,Good,2023-05-07,0.11
3312,494,787,3,Average,2023-07-07,0.43
3313,4177,360,5,Loved it,2023-04-21,0.44
3314,8722,24,3,Average,2023-07-05,0.23
3315,5938,536,4,Good,2023-01-19,0.72
3316,8577,883,1,Good,2023-02-12,0.59
3317,9001,14,2,Not satisfied,2023-03-31,0.75
3318,7959,339,2,Excellent,2023-11-10,0.4
3319,4366,298,4,Good,2023-01-17,0.85
3320,6137,552,3,Average,2023-04-28,0.82
3321,7743,604,2,Not satisfied,2023-11-26,0.57
3322,3167,898,4,Good,2023-02-15,0.63
3323,7801,605,2,Average,2023-04-14,0.05
3324,2442,699,2,Average,2023-12-12,0.96
3325,7454,333,1,Not satisfied,2023-12-22,0.19
3326,836,896,2,Not satisfied,2023-09-20,0.85
3327,8952,642,3,Average,2023-10-05,0.23
3328,8710,341,5,Poor,2023-07-29,0.33
3329,8376,85,4,Poor,2023-10-15,0.63
3330,489,391,1,Average,2023-01-04,0.47
3331,7431,420,4,Loved it,2023-02-12,0.69
3332,156,928,1,Not satisfied,2023-01-05,0.47
3333,2191,808,3,Average,2023-04-01,0.05
3334,4271,192,2,Average,2023-11-24,0.13
3335,6970,331,3,Loved it,2023-08-19,0.15
3336,4617,496,3,Good,2023-09-08,0.94
3337,1478,276,1,Bad,2023-09-28,0.5
3338,6763,552,4,Loved it,2023-03-23,0.36
3339,8152,188,4,Average,2023-10-31,0.83
3340,4852,899,5,Average,2023-10-08,0.79
3341,3674,566,5,Bad,2023-01-12,0.99
3342,4284,220,1,Good,2023-12-25,0.6
3343,53,790,4,Poor,2023-12-04,0.68
3344,4562,613,2,Poor,2023-01-02,0.66
3345,9448,275,2,Excellent,2023-02-09,0.68
3346,986,874,1,Good,2023-09-13,0.52
3347,1746,377,5,Average,2023-12-04,0.54
3348,5352,318,1,Poor,2023-07-19,0.12
3349,4861,354,2,Average,2023-10-27,0.72
3350,7926,358,1,Not satisfied,2023-10-23,0.02
3351,8107,509,3,Good,2023-10-31,0.14
3352,6852,938,4,Loved it,2023-01-22,0.58
3353,7431,242,3,Loved it,2023-08-29,0.42
3354,2761,685,5,Not satisfied,2023-07-19,0.94
3355,3825,544,3,Bad,2023-10-15,0.07
3356,927,761,1,Poor,2023-11-29,0.88
3357,8352,719,4,Good,2023-11-28,0.11
3358,612,691,5,Excellent,2023-07-22,0.93
3359,9715,361,5,Not satisfied,2023-04-06,0.07
3360,9931,762,4,Average,2023-05-21,0.91
3361,9292,574,2,Excellent,2023-08-10,0.81
3362,2249,947,1,Poor,2023-09-19,0.68
3363,644,473,1,Poor,2023-03-13,0.28
3364,3185,28,1,Poor,2023-03-11,0.51
3365,4828,476,2,Not satisfied,2023-01-20,0.64
3366,1613,215,4,Bad,2023-03-04,0.05
3367,6288,644,4,Poor,2023-10-27,0.38
3368,139,96,4,Excellent,2023-08-05,0.32
3369,47,64,1,Excellent,2023-10-26,0.49
3370,8670,63,1,Poor,2023-11-03,0.01
3371,3502,641,2,Poor,2023-03-11,0.66
3372,4004,246,1,Not satisfied,2023-12-23,0.46
3373,8694,723,2,Bad,2023-05-06,0.16
3374,191,589,5,Average,2023-01-15,0.61
3375,8422,13,4,Excellent,2023-02-01,0.41
3376,2558,877,3,Poor,2023-12-29,0.07
3377,693,872,5,Good,2023-12-14,0.69
3378,8343,902,4,Good,2023-01-31,0.76
3379,5198,642,4,Good,2023-01-23,0.19
3380,1510,511,5,Good,2023-05-26,0.91
3381,2898,798,5,Bad,2023-11-13,0.96
3382,9057,133,5,Excellent,2023-03-29,0.8
3383,3764,733,5,Loved it,2023-09-27,0.09
3384,2111,579,5,Loved it,2023-02-09,0.54
3385,6412,403,5,Poor,2023-04-24,0.22
3386,8244,429,1,Excellent,2023-08-25,0.72
3387,5588,630,2,Good,2023-09-30,0.47
3388,3646,809,2,Excellent,2023-08-24,0.18
3389,9046,847,5,Not satisfied,2023-03-17,0.12
3390,9870,26,2,Average,2023-05-10,0.69
3391,6124,507,5,Bad,2023-06-01,0.88
3392,3606,12,5,Not satisfied,2023-12-24,0.53
3393,174,508,2,Bad,2023-01-26,0.07
3394,6597,615,1,Excellent,2023-03-09,0.17
3395,3683,952,4,Good,2023-03-12,0.97
3396,4108,914,2,Bad,2023-06-27,0.44
3397,4397,969,3,Excellent,2023-09-22,0.65
3398,9590,907,2,Not satisfied,2023-10-26,0.85
3399,1549,636,4,Poor,2023-09-19,0.25
3400,8663,307,5,Good,2023-07-05,0.45
3401,2545,644,3,Not satisfied,2023-04-20,0.52
3402,5501,740,1,Average,2023-10-26,0.82
3403,4439,305,1,Poor,2023-04-20,0.25
3404,8329,201,3,Excellent,2023-01-18,0.02
3405,1095,28,2,Loved it,2023-02-03,0.04
3406,6092,818,1,Average,2023-04-08,0.47
3407,44,308,2,Not satisfied,2023-04-16,0.36
3408,5008,194,2,Not satisfied,2023-07-03,0.27
3409,2097,216,2,Average,2023-12-24,0.14
3410,1926,944,1,Good,2023-08-07,0.82
3411,8154,681,5,Loved it,2023-05-02,0.66
3412,1189,527,3,Good,2023-08-29,0.14
3413,5370,149,1,Average,2023-10-22,0.41
3414,3183,695,5,Good,2023-11-25,0.35
3415,9747,660,5,Average,2023-08-11,0.68
3416,6685,817,3,Bad,2023-10-07,0.76
3417,5411,438,1,Loved it,2023-10-10,0.88
3418,3035,389,5,Good,2023-10-29,0.57
3419,2411,170,4,Bad,2023-07-11,0.29
3420,6454,474,3,Excellent,2023-03-04,0.71
3421,6671,601,1,Bad,2023-08-11,0.31
3422,2249,854,3,Average,2023-07-04,0.83
3423,1123,795,3,Bad,2023-12-24,0.38
3424,5012,310,4,Not satisfied,2023-11-17,0.88
3425,5603,672,1,Poor,2023-06-21,0.63
3426,5913,588,5,Average,2023-01-12,0.3
3427,9898,140,4,Not satisfied,2023-03-03,0.83
3428,3816,659,3,Not satisfied,2023-04-07,0.42
3429,5809,926,3,Average,2023-01-28,0.4
3430,7773,765,5,Poor,2023-09-17,0.23
3431,5479,282,4,Loved it,2023-01-14,0.07
3432,4524,158,2,Not satisfied,2023-09-23,0.39
3433,454,883,5,Poor,2023-11-26,0.52
3434,9191,386,1,Average,2023-05-23,0.51
3435,3238,831,5,Not satisfied,2023-03-14,0.92
3436,656,900,4,Excellent,2023-09-19,0.06
3437,8039,517,5,Loved it,2023-06-10,0.51
3438,4103,956,1,Average,2023-04-21,0.13
3439,3914,706,5,Excellent,2023-09-10,0.33
3440,4955,968,2,Poor,2023-04-22,0.4
3441,582,11,3,Loved it,2023-12-18,0.69
3442,7507,668,3,Poor,2023-10-31,0.85
3443,6834,587,4,Bad,2023-07-06,0.27
3444,2790,827,2,Not satisfied,2023-07-16,0.18
3445,7641,187,3,Excellent,2023-10-22,0.3
3446,9385,697,3,Not satisfied,2023-05-20,0.42
3447,6290,13,5,Bad,2023-12-12,0.83
3448,3110,733,3,Not satisfied,2023-04-11,0.33
3449,3934,646,2,Bad,2023-12-06,0.64
3450,9734,796,4,Not satisfied,2023-08-01,0.3
3451,8720,704,2,Loved it,2023-02-17,0.37
3452,9779,551,3,Good,2023-02-10,0.86
3453,6827,655,5,Good,2023-10-20,0.01
3454,5941,519,4,Loved it,2023-07-08,0.75
3455,9555,581,4,Not satisfied,2023-05-26,0.6
3456,6555,843,3,Not satisfied,2023-12-31,0.85
3457,9684,869,1,Good,2023-12-05,0.85
3458,2633,184,1,Excellent,2023-11-05,0.72
3459,1484,370,2,Average,2023-11-26,0.71
3460,8632,652,4,Average,2023-06-03,0.58
3461,3919,634,5,Not satisfied,2023-09-02,0.91
3462,9552,361,4,Bad,2023-01-18,0.28
3463,109,258,3,Good,2023-02-21,0.32
3464,3468,396,2,Loved it,2023-12-08,0.78
3465,1432,952,5,Poor,2023-11-06,0.03
3466,7801,223,2,Poor,2023-05-28,0.95
3467,3143,323,1,Excellent,2023-05-13,0.66
3468,9540,163,3,Loved it,2023-12-20,0.86
3469,9094,653,2,Excellent,2023-03-13,0.02
3470,6913,298,1,Loved it,2023-08-05,0.33
3471,9180,599,1,Not satisfied,2023-03-25,0.88
3472,2272,538,5,Not satisfied,2023-11-17,0.33
3473,1519,225,2,Bad,2023-09-01,0.57
3474,842,869,4,Poor,2023-07-19,0.88
3475,6602,727,2,Poor,2023-11-15,0.81
3476,5004,929,2,Bad,2023-02-16,0.88
3477,4158,202,2,Not satisfied,2023-05-25,0.92
3478,1085,606,1,Loved it,2023-03-18,0.87
3479,3426,201,5,Excellent,2023-01-04,0.29
3480,4498,591,4,Excellent,2023-11-07,0.73
3481,4811,336,4,Excellent,2023-11-01,0.99
3482,83,686,4,Not satisfied,2023-04-19,0.69
3483,8282,107,4,Loved it,2023-05-13,0.94
3484,5961,253,5,Good,2023-08-26,0.1
3485,5415,762,2,Excellent,2023-07-17,0.41
3486,3842,388,4,Bad,2023-04-29,0.86
3487,3669,968,3,Excellent,2023-08-10,0.06
3488,6602,11,3,Not satisfied,2023-08-19,0.84
3489,6285,980,1,Loved it,2023-03-07,0.5
3490,9561,427,1,Loved it,2023-06-01,0.69
3491,5009,978,3,Good,2023-09-05,0.6
3492,1966,934,1,Excellent,2023-09-17,0.71
3493,9358,194,1,Poor,2023-11-05,0.88
3494,5924,637,5,Bad,2023-08-13,0.77
3495,4180,268,5,Loved it,2023-10-23,0.29
3496,3283,470,1,Good,2023-03-20,0.77
3497,2836,607,1,Poor,2023-05-05,0.35
3498,1103,62,4,Excellent,2023-12-07,0.78
3499,2085,581,1,Bad,2023-09-28,0.98
3500,9810,93,1,Bad,2023-08-30,0.81
3501,3271,103,4,Not satisfied,2023-05-16,0.9
3502,2375,666,2,Bad,2023-01-31,0.96
3503,8886,577,3,Excellent,2023-12-24,0.7
3504,2826,383,2,Good,2023-06-25,0.64
3505,1791,200,5,Bad,2023-10-09,0.93
3506,8670,363,5,Not satisfied,2023-08-21,0.02
3507,86,380,5,Good,2023-05-16,0.66
3508,2654,622,2,Good,2023-10-25,0.92
3509,3496,40,3,Good,2023-08-10,0.42
3510,7355,460,2,Bad,2023-01-08,0.45
3511,2566,401,4,Not satisfied,2023-10-14,0.9
